[DEBUG] 2024-05-03 06-55-25.861 [http-nio-8080-exec-5] IntegratorServiceImpl - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
[DEBUG] 2024-05-03 06-55-25.869 [http-nio-8080-exec-5] IntegratorServiceImpl - Adding Integrator [org.hibernate.secure.spi.JaccIntegrator].
[DEBUG] 2024-05-03 06-55-25.874 [http-nio-8080-exec-5] IntegratorServiceImpl - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
[INFO ] 2024-05-03 06-55-25.943 [http-nio-8080-exec-5] Version - HHH000412: Hibernate Core {5.4.4.Final}
[DEBUG] 2024-05-03 06-55-25.945 [http-nio-8080-exec-5] Environment - HHH000206: hibernate.properties not found
[DEBUG] 2024-05-03 06-55-26.082 [http-nio-8080-exec-5] LocalXmlResourceResolver - Interpreting public/system identifier : [-//Hibernate/Hibernate Configuration DTD//EN] - [http://www.hibernate.org/dtd/hibernate-configuration-3.0.dtd]
[DEBUG] 2024-05-03 06-55-26.083 [http-nio-8080-exec-5] LocalXmlResourceResolver - Recognized hibernate-configuration identifier; attempting to resolve on classpath under org/hibernate/
[DEBUG] 2024-05-03 06-55-26.085 [http-nio-8080-exec-5] JaxbCfgProcessor - cfg.xml document did not define namespaces; wrapping in custom event reader to introduce namespace information
[DEBUG] 2024-05-03 06-55-26.294 [http-nio-8080-exec-5] ServiceBinding - Overriding existing service binding [org.hibernate.secure.spi.JaccService]
[DEBUG] 2024-05-03 06-55-26.312 [http-nio-8080-exec-5] RegionFactoryInitiator - Cannot default RegionFactory based on registered strategies as `[]` RegionFactory strategies were registered
[DEBUG] 2024-05-03 06-55-26.313 [http-nio-8080-exec-5] RegionFactoryInitiator - Cache region factory : org.hibernate.cache.internal.NoCachingRegionFactory
[DEBUG] 2024-05-03 06-55-26.379 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration int -> org.hibernate.type.IntegerType@3a47ba88
[DEBUG] 2024-05-03 06-55-26.379 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration java.lang.Integer -> org.hibernate.type.IntegerType@3a47ba88
[DEBUG] 2024-05-03 06-55-26.380 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration long -> org.hibernate.type.LongType@444b17ea
[DEBUG] 2024-05-03 06-55-26.380 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration long -> org.hibernate.type.LongType@444b17ea
[DEBUG] 2024-05-03 06-55-26.380 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration java.lang.Long -> org.hibernate.type.LongType@444b17ea
[DEBUG] 2024-05-03 06-55-26.381 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration float -> org.hibernate.type.FloatType@6f30d29f
[DEBUG] 2024-05-03 06-55-26.381 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration float -> org.hibernate.type.FloatType@6f30d29f
[DEBUG] 2024-05-03 06-55-26.381 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration java.lang.Float -> org.hibernate.type.FloatType@6f30d29f
[DEBUG] 2024-05-03 06-55-26.382 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration double -> org.hibernate.type.DoubleType@138dcb61
[DEBUG] 2024-05-03 06-55-26.382 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration double -> org.hibernate.type.DoubleType@138dcb61
[DEBUG] 2024-05-03 06-55-26.383 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration java.lang.Double -> org.hibernate.type.DoubleType@138dcb61
[DEBUG] 2024-05-03 06-55-26.383 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration big_decimal -> org.hibernate.type.BigDecimalType@23a40c3f
[DEBUG] 2024-05-03 06-55-26.383 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration java.math.BigDecimal -> org.hibernate.type.BigDecimalType@23a40c3f
[DEBUG] 2024-05-03 06-55-26.384 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration big_integer -> org.hibernate.type.BigIntegerType@2a53ae27
[DEBUG] 2024-05-03 06-55-26.384 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration java.math.BigInteger -> org.hibernate.type.BigIntegerType@2a53ae27
[DEBUG] 2024-05-03 06-55-26.385 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration string -> org.hibernate.type.StringType@3701f7bf
[DEBUG] 2024-05-03 06-55-26.385 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration java.lang.String -> org.hibernate.type.StringType@3701f7bf
[DEBUG] 2024-05-03 06-55-26.386 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration nstring -> org.hibernate.type.StringNVarcharType@6b7b7a48
[DEBUG] 2024-05-03 06-55-26.386 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration ncharacter -> org.hibernate.type.CharacterNCharType@1e2709eb
[DEBUG] 2024-05-03 06-55-26.387 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration url -> org.hibernate.type.UrlType@49115ffb
[DEBUG] 2024-05-03 06-55-26.387 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration java.net.URL -> org.hibernate.type.UrlType@49115ffb
[DEBUG] 2024-05-03 06-55-26.388 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration Duration -> org.hibernate.type.DurationType@6273052a
[DEBUG] 2024-05-03 06-55-26.388 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration java.time.Duration -> org.hibernate.type.DurationType@6273052a
[DEBUG] 2024-05-03 06-55-26.392 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration Instant -> org.hibernate.type.InstantType@3bff4e09
[DEBUG] 2024-05-03 06-55-26.392 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration java.time.Instant -> org.hibernate.type.InstantType@3bff4e09
[DEBUG] 2024-05-03 06-55-26.393 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration LocalDateTime -> org.hibernate.type.LocalDateTimeType@356bd068
[DEBUG] 2024-05-03 06-55-26.393 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration java.time.LocalDateTime -> org.hibernate.type.LocalDateTimeType@356bd068
[DEBUG] 2024-05-03 06-55-26.394 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration LocalDate -> org.hibernate.type.LocalDateType@11dff2aa
[DEBUG] 2024-05-03 06-55-26.394 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration java.time.LocalDate -> org.hibernate.type.LocalDateType@11dff2aa
[DEBUG] 2024-05-03 06-55-26.395 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration LocalTime -> org.hibernate.type.LocalTimeType@60099070
[DEBUG] 2024-05-03 06-55-26.395 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration java.time.LocalTime -> org.hibernate.type.LocalTimeType@60099070
[DEBUG] 2024-05-03 06-55-26.396 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration OffsetDateTime -> org.hibernate.type.OffsetDateTimeType@3e2008a
[DEBUG] 2024-05-03 06-55-26.396 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration java.time.OffsetDateTime -> org.hibernate.type.OffsetDateTimeType@3e2008a
[DEBUG] 2024-05-03 06-55-26.397 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration OffsetTime -> org.hibernate.type.OffsetTimeType@1b72a201
[DEBUG] 2024-05-03 06-55-26.397 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration java.time.OffsetTime -> org.hibernate.type.OffsetTimeType@1b72a201
[DEBUG] 2024-05-03 06-55-26.398 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration ZonedDateTime -> org.hibernate.type.ZonedDateTimeType@551107e2
[DEBUG] 2024-05-03 06-55-26.399 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration java.time.ZonedDateTime -> org.hibernate.type.ZonedDateTimeType@551107e2
[DEBUG] 2024-05-03 06-55-26.400 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration date -> org.hibernate.type.DateType@f6332ad
[DEBUG] 2024-05-03 06-55-26.400 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration java.sql.Date -> org.hibernate.type.DateType@f6332ad
[DEBUG] 2024-05-03 06-55-26.400 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration time -> org.hibernate.type.TimeType@61c0dd88
[DEBUG] 2024-05-03 06-55-26.401 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration java.sql.Time -> org.hibernate.type.TimeType@61c0dd88
[DEBUG] 2024-05-03 06-55-26.401 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration timestamp -> org.hibernate.type.TimestampType@728eb68c
[DEBUG] 2024-05-03 06-55-26.401 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration java.sql.Timestamp -> org.hibernate.type.TimestampType@728eb68c
[DEBUG] 2024-05-03 06-55-26.401 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration java.util.Date -> org.hibernate.type.TimestampType@728eb68c
[DEBUG] 2024-05-03 06-55-26.403 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration dbtimestamp -> org.hibernate.type.DbTimestampType@775031ca
[DEBUG] 2024-05-03 06-55-26.404 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration calendar -> org.hibernate.type.CalendarType@14e2328a
[DEBUG] 2024-05-03 06-55-26.404 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration java.util.Calendar -> org.hibernate.type.CalendarType@14e2328a
[DEBUG] 2024-05-03 06-55-26.404 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration java.util.GregorianCalendar -> org.hibernate.type.CalendarType@14e2328a
[DEBUG] 2024-05-03 06-55-26.405 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration calendar_date -> org.hibernate.type.CalendarDateType@5288e9ee
[DEBUG] 2024-05-03 06-55-26.405 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration locale -> org.hibernate.type.LocaleType@4897a7a5
[DEBUG] 2024-05-03 06-55-26.405 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration java.util.Locale -> org.hibernate.type.LocaleType@4897a7a5
[DEBUG] 2024-05-03 06-55-26.406 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration currency -> org.hibernate.type.CurrencyType@2745df71
[DEBUG] 2024-05-03 06-55-26.406 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration java.util.Currency -> org.hibernate.type.CurrencyType@2745df71
[DEBUG] 2024-05-03 06-55-26.407 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration timezone -> org.hibernate.type.TimeZoneType@1ba13d3
[DEBUG] 2024-05-03 06-55-26.407 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration java.util.TimeZone -> org.hibernate.type.TimeZoneType@1ba13d3
[DEBUG] 2024-05-03 06-55-26.408 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration class -> org.hibernate.type.ClassType@49556718
[DEBUG] 2024-05-03 06-55-26.408 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration java.lang.Class -> org.hibernate.type.ClassType@49556718
[DEBUG] 2024-05-03 06-55-26.409 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration uuid-binary -> org.hibernate.type.UUIDBinaryType@457cef27
[DEBUG] 2024-05-03 06-55-26.409 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration java.util.UUID -> org.hibernate.type.UUIDBinaryType@457cef27
[DEBUG] 2024-05-03 06-55-26.409 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration uuid-char -> org.hibernate.type.UUIDCharType@736a3bf
[DEBUG] 2024-05-03 06-55-26.410 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration binary -> org.hibernate.type.BinaryType@105c306b
[DEBUG] 2024-05-03 06-55-26.410 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration byte[] -> org.hibernate.type.BinaryType@105c306b
[DEBUG] 2024-05-03 06-55-26.410 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration [B -> org.hibernate.type.BinaryType@105c306b
[DEBUG] 2024-05-03 06-55-26.411 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration wrapper-binary -> org.hibernate.type.WrapperBinaryType@2da144c4
[DEBUG] 2024-05-03 06-55-26.411 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration Byte[] -> org.hibernate.type.WrapperBinaryType@2da144c4
[DEBUG] 2024-05-03 06-55-26.411 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration [Ljava.lang.Byte; -> org.hibernate.type.WrapperBinaryType@2da144c4
[DEBUG] 2024-05-03 06-55-26.412 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration row_version -> org.hibernate.type.RowVersionType@6238bb9
[DEBUG] 2024-05-03 06-55-26.413 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration image -> org.hibernate.type.ImageType@790cbab
[DEBUG] 2024-05-03 06-55-26.413 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration characters -> org.hibernate.type.CharArrayType@31ae3c7e
[DEBUG] 2024-05-03 06-55-26.414 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration char[] -> org.hibernate.type.CharArrayType@31ae3c7e
[DEBUG] 2024-05-03 06-55-26.414 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration [C -> org.hibernate.type.CharArrayType@31ae3c7e
[DEBUG] 2024-05-03 06-55-26.414 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration wrapper-characters -> org.hibernate.type.CharacterArrayType@1fd20d9
[DEBUG] 2024-05-03 06-55-26.414 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration [Ljava.lang.Character; -> org.hibernate.type.CharacterArrayType@1fd20d9
[DEBUG] 2024-05-03 06-55-26.415 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration Character[] -> org.hibernate.type.CharacterArrayType@1fd20d9
[DEBUG] 2024-05-03 06-55-26.415 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration text -> org.hibernate.type.TextType@49f3e563
[DEBUG] 2024-05-03 06-55-26.415 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration ntext -> org.hibernate.type.NTextType@91ad207
[DEBUG] 2024-05-03 06-55-26.417 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration blob -> org.hibernate.type.BlobType@52929509
[DEBUG] 2024-05-03 06-55-26.417 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration java.sql.Blob -> org.hibernate.type.BlobType@52929509
[DEBUG] 2024-05-03 06-55-26.417 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration materialized_blob -> org.hibernate.type.MaterializedBlobType@3fe5194
[DEBUG] 2024-05-03 06-55-26.418 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration clob -> org.hibernate.type.ClobType@7caabfc1
[DEBUG] 2024-05-03 06-55-26.418 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration java.sql.Clob -> org.hibernate.type.ClobType@7caabfc1
[DEBUG] 2024-05-03 06-55-26.420 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration nclob -> org.hibernate.type.NClobType@384ebb30
[DEBUG] 2024-05-03 06-55-26.420 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration java.sql.NClob -> org.hibernate.type.NClobType@384ebb30
[DEBUG] 2024-05-03 06-55-26.420 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration materialized_clob -> org.hibernate.type.MaterializedClobType@6b6ebe84
[DEBUG] 2024-05-03 06-55-26.421 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration materialized_nclob -> org.hibernate.type.MaterializedNClobType@5f19240e
[DEBUG] 2024-05-03 06-55-26.422 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration serializable -> org.hibernate.type.SerializableType@5a8811ad
[DEBUG] 2024-05-03 06-55-26.425 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration object -> org.hibernate.type.ObjectType@1dac61fd
[DEBUG] 2024-05-03 06-55-26.425 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration java.lang.Object -> org.hibernate.type.ObjectType@1dac61fd
[DEBUG] 2024-05-03 06-55-26.425 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration imm_date -> org.hibernate.type.AdaptedImmutableType@59a313b0
[DEBUG] 2024-05-03 06-55-26.425 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration imm_time -> org.hibernate.type.AdaptedImmutableType@309ce20b
[DEBUG] 2024-05-03 06-55-26.425 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration imm_timestamp -> org.hibernate.type.AdaptedImmutableType@29cca019
[DEBUG] 2024-05-03 06-55-26.426 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration imm_dbtimestamp -> org.hibernate.type.AdaptedImmutableType@7f0dd7ee
[DEBUG] 2024-05-03 06-55-26.426 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration imm_calendar -> org.hibernate.type.AdaptedImmutableType@3e72652c
[DEBUG] 2024-05-03 06-55-26.426 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration imm_calendar_date -> org.hibernate.type.AdaptedImmutableType@69294453
[DEBUG] 2024-05-03 06-55-26.426 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration imm_binary -> org.hibernate.type.AdaptedImmutableType@2529ed07
[DEBUG] 2024-05-03 06-55-26.426 [http-nio-8080-exec-5] BasicTypeRegistry - Adding type registration imm_serializable -> org.hibernate.type.AdaptedImmutableType@340aeceb
[DEBUG] 2024-05-03 06-55-26.453 [http-nio-8080-exec-5] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [uuid2] -> [org.hibernate.id.UUIDGenerator]
[DEBUG] 2024-05-03 06-55-26.454 [http-nio-8080-exec-5] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [guid] -> [org.hibernate.id.GUIDGenerator]
[DEBUG] 2024-05-03 06-55-26.455 [http-nio-8080-exec-5] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [uuid] -> [org.hibernate.id.UUIDHexGenerator]
[DEBUG] 2024-05-03 06-55-26.455 [http-nio-8080-exec-5] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [uuid.hex] -> [org.hibernate.id.UUIDHexGenerator]
[DEBUG] 2024-05-03 06-55-26.455 [http-nio-8080-exec-5] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [assigned] -> [org.hibernate.id.Assigned]
[DEBUG] 2024-05-03 06-55-26.456 [http-nio-8080-exec-5] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [identity] -> [org.hibernate.id.IdentityGenerator]
[DEBUG] 2024-05-03 06-55-26.457 [http-nio-8080-exec-5] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [select] -> [org.hibernate.id.SelectGenerator]
[DEBUG] 2024-05-03 06-55-26.458 [http-nio-8080-exec-5] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [sequence] -> [org.hibernate.id.enhanced.SequenceStyleGenerator]
[DEBUG] 2024-05-03 06-55-26.459 [http-nio-8080-exec-5] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [seqhilo] -> [org.hibernate.id.SequenceHiLoGenerator]
[DEBUG] 2024-05-03 06-55-26.459 [http-nio-8080-exec-5] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [increment] -> [org.hibernate.id.IncrementGenerator]
[DEBUG] 2024-05-03 06-55-26.460 [http-nio-8080-exec-5] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [foreign] -> [org.hibernate.id.ForeignGenerator]
[DEBUG] 2024-05-03 06-55-26.460 [http-nio-8080-exec-5] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [sequence-identity] -> [org.hibernate.id.SequenceIdentityGenerator]
[DEBUG] 2024-05-03 06-55-26.460 [http-nio-8080-exec-5] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [enhanced-sequence] -> [org.hibernate.id.enhanced.SequenceStyleGenerator]
[DEBUG] 2024-05-03 06-55-26.461 [http-nio-8080-exec-5] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [enhanced-table] -> [org.hibernate.id.enhanced.TableGenerator]
[WARN ] 2024-05-03 06-55-26.463 [http-nio-8080-exec-5] ConnectionProviderInitiator - HHH000022: c3p0 properties were encountered, but the c3p0 provider class was not found on the classpath; these properties are going to be ignored.
[WARN ] 2024-05-03 06-55-26.465 [http-nio-8080-exec-5] pooling - HHH10001002: Using Hibernate built-in connection pool (not for production use!)
[INFO ] 2024-05-03 06-55-26.469 [http-nio-8080-exec-5] pooling - HHH10001005: using driver [com.mysql.cj.jdbc.Driver] at URL [jdbc:mysql://awseb-e-dpzejsp2a8-stack-awsebrdsdatabase-wz6ttdxqntx5.cfruplhcesjs.us-east-2.rds.amazonaws.com:3306/clockit]
[INFO ] 2024-05-03 06-55-26.469 [http-nio-8080-exec-5] pooling - HHH10001001: Connection properties: {password=RootPass., user=root}
[INFO ] 2024-05-03 06-55-26.470 [http-nio-8080-exec-5] pooling - HHH10001003: Autocommit mode: false
[DEBUG] 2024-05-03 06-55-26.473 [http-nio-8080-exec-5] DriverManagerConnectionProviderImpl - Initializing Connection pool with 1 Connections
[INFO ] 2024-05-03 06-55-26.473 [http-nio-8080-exec-5] DriverManagerConnectionProviderImpl - HHH000115: Hibernate connection pool size: 20 (min=1)
[DEBUG] 2024-05-03 06-55-27.816 [http-nio-8080-exec-5] JdbcEnvironmentInitiator - Database ->
       name : MySQL
    version : 8.0.35
      major : 8
      minor : 0
[DEBUG] 2024-05-03 06-55-27.816 [http-nio-8080-exec-5] JdbcEnvironmentInitiator - Driver ->
       name : MySQL Connector/J
    version : mysql-connector-java-8.0.16 (Revision: 34cbc6bc61f72836e26327537a432d6db7c77de6)
      major : 8
      minor : 0
[DEBUG] 2024-05-03 06-55-27.816 [http-nio-8080-exec-5] JdbcEnvironmentInitiator - JDBC version : 4.2
[INFO ] 2024-05-03 06-55-27.830 [http-nio-8080-exec-5] Dialect - HHH000400: Using dialect: org.hibernate.dialect.MySQLDialect
[DEBUG] 2024-05-03 06-55-27.848 [http-nio-8080-exec-5] IdentifierHelperBuilder - JDBC driver metadata reported database stores quoted identifiers in more than one case
[DEBUG] 2024-05-03 06-55-27.934 [http-nio-8080-exec-5] IdentifierHelperBuilder - IdentifierCaseStrategy for both quoted and unquoted identifiers was set to the same strategy [MIXED]; that will likely lead to problems in schema update and validation if using quoted identifiers
[DEBUG] 2024-05-03 06-55-28.028 [http-nio-8080-exec-5] Namespace - Created database namespace [logicalName=Name{catalog=null, schema=null}, physicalName=Name{catalog=null, schema=null}]
[DEBUG] 2024-05-03 06-55-28.032 [http-nio-8080-exec-5] TypeConfiguration$Scope - Scoping TypeConfiguration [org.hibernate.type.spi.TypeConfiguration@35ba9fbe] to MetadataBuildingContext [org.hibernate.boot.internal.MetadataBuildingContextRootImpl@477a995d]
