[DEBUG] 2024-02-23 21-11-50.819 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
[DEBUG] 2024-02-23 21-11-50.826 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.secure.spi.JaccIntegrator].
[DEBUG] 2024-02-23 21-11-50.829 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
[INFO ] 2024-02-23 21-11-50.892 [main] Version - HHH000412: Hibernate Core {5.4.4.Final}
[DEBUG] 2024-02-23 21-11-50.895 [main] Environment - HHH000206: hibernate.properties not found
[DEBUG] 2024-02-23 21-11-51.103 [main] LocalXmlResourceResolver - Interpreting public/system identifier : [-//Hibernate/Hibernate Configuration DTD//EN] - [http://www.hibernate.org/dtd/hibernate-configuration-3.0.dtd]
[DEBUG] 2024-02-23 21-11-51.106 [main] LocalXmlResourceResolver - Recognized hibernate-configuration identifier; attempting to resolve on classpath under org/hibernate/
[DEBUG] 2024-02-23 21-11-51.113 [main] JaxbCfgProcessor - cfg.xml document did not define namespaces; wrapping in custom event reader to introduce namespace information
[DEBUG] 2024-02-23 21-11-51.417 [main] ServiceBinding - Overriding existing service binding [org.hibernate.secure.spi.JaccService]
[DEBUG] 2024-02-23 21-11-51.434 [main] RegionFactoryInitiator - Cannot default RegionFactory based on registered strategies as `[]` RegionFactory strategies were registered
[DEBUG] 2024-02-23 21-11-51.435 [main] RegionFactoryInitiator - Cache region factory : org.hibernate.cache.internal.NoCachingRegionFactory
[DEBUG] 2024-02-23 21-11-51.474 [main] BasicTypeRegistry - Adding type registration char -> org.hibernate.type.CharacterType@37e0292a
[DEBUG] 2024-02-23 21-11-51.474 [main] BasicTypeRegistry - Adding type registration java.lang.Character -> org.hibernate.type.CharacterType@37e0292a
[DEBUG] 2024-02-23 21-11-51.479 [main] BasicTypeRegistry - Adding type registration short -> org.hibernate.type.ShortType@9b21bd3
[DEBUG] 2024-02-23 21-11-51.479 [main] BasicTypeRegistry - Adding type registration short -> org.hibernate.type.ShortType@9b21bd3
[DEBUG] 2024-02-23 21-11-51.479 [main] BasicTypeRegistry - Adding type registration java.lang.Short -> org.hibernate.type.ShortType@9b21bd3
[DEBUG] 2024-02-23 21-11-51.480 [main] BasicTypeRegistry - Adding type registration integer -> org.hibernate.type.IntegerType@42ea287
[DEBUG] 2024-02-23 21-11-51.480 [main] BasicTypeRegistry - Adding type registration int -> org.hibernate.type.IntegerType@42ea287
[DEBUG] 2024-02-23 21-11-51.480 [main] BasicTypeRegistry - Adding type registration java.lang.Integer -> org.hibernate.type.IntegerType@42ea287
[DEBUG] 2024-02-23 21-11-51.481 [main] BasicTypeRegistry - Adding type registration long -> org.hibernate.type.LongType@5ec4ff02
[DEBUG] 2024-02-23 21-11-51.481 [main] BasicTypeRegistry - Adding type registration long -> org.hibernate.type.LongType@5ec4ff02
[DEBUG] 2024-02-23 21-11-51.481 [main] BasicTypeRegistry - Adding type registration java.lang.Long -> org.hibernate.type.LongType@5ec4ff02
[DEBUG] 2024-02-23 21-11-51.482 [main] BasicTypeRegistry - Adding type registration float -> org.hibernate.type.FloatType@7efd28bd
[DEBUG] 2024-02-23 21-11-51.482 [main] BasicTypeRegistry - Adding type registration float -> org.hibernate.type.FloatType@7efd28bd
[DEBUG] 2024-02-23 21-11-51.482 [main] BasicTypeRegistry - Adding type registration java.lang.Float -> org.hibernate.type.FloatType@7efd28bd
[DEBUG] 2024-02-23 21-11-51.483 [main] BasicTypeRegistry - Adding type registration double -> org.hibernate.type.DoubleType@4068102e
[DEBUG] 2024-02-23 21-11-51.483 [main] BasicTypeRegistry - Adding type registration double -> org.hibernate.type.DoubleType@4068102e
[DEBUG] 2024-02-23 21-11-51.483 [main] BasicTypeRegistry - Adding type registration java.lang.Double -> org.hibernate.type.DoubleType@4068102e
[DEBUG] 2024-02-23 21-11-51.486 [main] BasicTypeRegistry - Adding type registration big_decimal -> org.hibernate.type.BigDecimalType@36417a54
[DEBUG] 2024-02-23 21-11-51.486 [main] BasicTypeRegistry - Adding type registration java.math.BigDecimal -> org.hibernate.type.BigDecimalType@36417a54
[DEBUG] 2024-02-23 21-11-51.489 [main] BasicTypeRegistry - Adding type registration big_integer -> org.hibernate.type.BigIntegerType@60cf62ad
[DEBUG] 2024-02-23 21-11-51.489 [main] BasicTypeRegistry - Adding type registration java.math.BigInteger -> org.hibernate.type.BigIntegerType@60cf62ad
[DEBUG] 2024-02-23 21-11-51.489 [main] BasicTypeRegistry - Adding type registration string -> org.hibernate.type.StringType@323f3c96
[DEBUG] 2024-02-23 21-11-51.490 [main] BasicTypeRegistry - Adding type registration java.lang.String -> org.hibernate.type.StringType@323f3c96
[DEBUG] 2024-02-23 21-11-51.491 [main] BasicTypeRegistry - Adding type registration nstring -> org.hibernate.type.StringNVarcharType@7899de11
[DEBUG] 2024-02-23 21-11-51.491 [main] BasicTypeRegistry - Adding type registration ncharacter -> org.hibernate.type.CharacterNCharType@5292ceca
[DEBUG] 2024-02-23 21-11-51.494 [main] BasicTypeRegistry - Adding type registration url -> org.hibernate.type.UrlType@673919a7
[DEBUG] 2024-02-23 21-11-51.495 [main] BasicTypeRegistry - Adding type registration java.net.URL -> org.hibernate.type.UrlType@673919a7
[DEBUG] 2024-02-23 21-11-51.496 [main] BasicTypeRegistry - Adding type registration Duration -> org.hibernate.type.DurationType@78e22d35
[DEBUG] 2024-02-23 21-11-51.496 [main] BasicTypeRegistry - Adding type registration java.time.Duration -> org.hibernate.type.DurationType@78e22d35
[DEBUG] 2024-02-23 21-11-51.516 [main] BasicTypeRegistry - Adding type registration Instant -> org.hibernate.type.InstantType@5b3a7ef5
[DEBUG] 2024-02-23 21-11-51.516 [main] BasicTypeRegistry - Adding type registration java.time.Instant -> org.hibernate.type.InstantType@5b3a7ef5
[DEBUG] 2024-02-23 21-11-51.518 [main] BasicTypeRegistry - Adding type registration LocalDateTime -> org.hibernate.type.LocalDateTimeType@5d21202d
[DEBUG] 2024-02-23 21-11-51.518 [main] BasicTypeRegistry - Adding type registration java.time.LocalDateTime -> org.hibernate.type.LocalDateTimeType@5d21202d
[DEBUG] 2024-02-23 21-11-51.519 [main] BasicTypeRegistry - Adding type registration LocalDate -> org.hibernate.type.LocalDateType@65bdd558
[DEBUG] 2024-02-23 21-11-51.520 [main] BasicTypeRegistry - Adding type registration java.time.LocalDate -> org.hibernate.type.LocalDateType@65bdd558
[DEBUG] 2024-02-23 21-11-51.520 [main] BasicTypeRegistry - Adding type registration LocalTime -> org.hibernate.type.LocalTimeType@2af69643
[DEBUG] 2024-02-23 21-11-51.522 [main] BasicTypeRegistry - Adding type registration java.time.LocalTime -> org.hibernate.type.LocalTimeType@2af69643
[DEBUG] 2024-02-23 21-11-51.524 [main] BasicTypeRegistry - Adding type registration OffsetDateTime -> org.hibernate.type.OffsetDateTimeType@22587507
[DEBUG] 2024-02-23 21-11-51.524 [main] BasicTypeRegistry - Adding type registration java.time.OffsetDateTime -> org.hibernate.type.OffsetDateTimeType@22587507
[DEBUG] 2024-02-23 21-11-51.526 [main] BasicTypeRegistry - Adding type registration OffsetTime -> org.hibernate.type.OffsetTimeType@4760f169
[DEBUG] 2024-02-23 21-11-51.526 [main] BasicTypeRegistry - Adding type registration java.time.OffsetTime -> org.hibernate.type.OffsetTimeType@4760f169
[DEBUG] 2024-02-23 21-11-51.528 [main] BasicTypeRegistry - Adding type registration ZonedDateTime -> org.hibernate.type.ZonedDateTimeType@4649d70a
[DEBUG] 2024-02-23 21-11-51.528 [main] BasicTypeRegistry - Adding type registration java.time.ZonedDateTime -> org.hibernate.type.ZonedDateTimeType@4649d70a
[DEBUG] 2024-02-23 21-11-51.531 [main] BasicTypeRegistry - Adding type registration date -> org.hibernate.type.DateType@7b6860f9
[DEBUG] 2024-02-23 21-11-51.531 [main] BasicTypeRegistry - Adding type registration java.sql.Date -> org.hibernate.type.DateType@7b6860f9
[DEBUG] 2024-02-23 21-11-51.533 [main] BasicTypeRegistry - Adding type registration time -> org.hibernate.type.TimeType@5fa23c
[DEBUG] 2024-02-23 21-11-51.533 [main] BasicTypeRegistry - Adding type registration java.sql.Time -> org.hibernate.type.TimeType@5fa23c
[DEBUG] 2024-02-23 21-11-51.534 [main] BasicTypeRegistry - Adding type registration timestamp -> org.hibernate.type.TimestampType@43045f9f
[DEBUG] 2024-02-23 21-11-51.535 [main] BasicTypeRegistry - Adding type registration java.sql.Timestamp -> org.hibernate.type.TimestampType@43045f9f
[DEBUG] 2024-02-23 21-11-51.535 [main] BasicTypeRegistry - Adding type registration java.util.Date -> org.hibernate.type.TimestampType@43045f9f
[DEBUG] 2024-02-23 21-11-51.536 [main] BasicTypeRegistry - Adding type registration dbtimestamp -> org.hibernate.type.DbTimestampType@4eba373c
[DEBUG] 2024-02-23 21-11-51.538 [main] BasicTypeRegistry - Adding type registration calendar -> org.hibernate.type.CalendarType@70228253
[DEBUG] 2024-02-23 21-11-51.538 [main] BasicTypeRegistry - Adding type registration java.util.Calendar -> org.hibernate.type.CalendarType@70228253
[DEBUG] 2024-02-23 21-11-51.538 [main] BasicTypeRegistry - Adding type registration java.util.GregorianCalendar -> org.hibernate.type.CalendarType@70228253
[DEBUG] 2024-02-23 21-11-51.539 [main] BasicTypeRegistry - Adding type registration calendar_date -> org.hibernate.type.CalendarDateType@2849434b
[DEBUG] 2024-02-23 21-11-51.541 [main] BasicTypeRegistry - Adding type registration locale -> org.hibernate.type.LocaleType@43e9089
[DEBUG] 2024-02-23 21-11-51.541 [main] BasicTypeRegistry - Adding type registration java.util.Locale -> org.hibernate.type.LocaleType@43e9089
[DEBUG] 2024-02-23 21-11-51.544 [main] BasicTypeRegistry - Adding type registration currency -> org.hibernate.type.CurrencyType@122d6c22
[DEBUG] 2024-02-23 21-11-51.544 [main] BasicTypeRegistry - Adding type registration java.util.Currency -> org.hibernate.type.CurrencyType@122d6c22
[DEBUG] 2024-02-23 21-11-51.545 [main] BasicTypeRegistry - Adding type registration timezone -> org.hibernate.type.TimeZoneType@4c6007fb
[DEBUG] 2024-02-23 21-11-51.545 [main] BasicTypeRegistry - Adding type registration java.util.TimeZone -> org.hibernate.type.TimeZoneType@4c6007fb
[DEBUG] 2024-02-23 21-11-51.545 [main] BasicTypeRegistry - Adding type registration class -> org.hibernate.type.ClassType@646c0a67
[DEBUG] 2024-02-23 21-11-51.545 [main] BasicTypeRegistry - Adding type registration java.lang.Class -> org.hibernate.type.ClassType@646c0a67
[DEBUG] 2024-02-23 21-11-51.546 [main] BasicTypeRegistry - Adding type registration uuid-binary -> org.hibernate.type.UUIDBinaryType@6dd1c3ed
[DEBUG] 2024-02-23 21-11-51.546 [main] BasicTypeRegistry - Adding type registration java.util.UUID -> org.hibernate.type.UUIDBinaryType@6dd1c3ed
[DEBUG] 2024-02-23 21-11-51.547 [main] BasicTypeRegistry - Adding type registration uuid-char -> org.hibernate.type.UUIDCharType@6dfa915a
[DEBUG] 2024-02-23 21-11-51.548 [main] BasicTypeRegistry - Adding type registration binary -> org.hibernate.type.BinaryType@15400fff
[DEBUG] 2024-02-23 21-11-51.548 [main] BasicTypeRegistry - Adding type registration byte[] -> org.hibernate.type.BinaryType@15400fff
[DEBUG] 2024-02-23 21-11-51.548 [main] BasicTypeRegistry - Adding type registration [B -> org.hibernate.type.BinaryType@15400fff
[DEBUG] 2024-02-23 21-11-51.550 [main] BasicTypeRegistry - Adding type registration wrapper-binary -> org.hibernate.type.WrapperBinaryType@620c8641
[DEBUG] 2024-02-23 21-11-51.550 [main] BasicTypeRegistry - Adding type registration Byte[] -> org.hibernate.type.WrapperBinaryType@620c8641
[DEBUG] 2024-02-23 21-11-51.550 [main] BasicTypeRegistry - Adding type registration [Ljava.lang.Byte; -> org.hibernate.type.WrapperBinaryType@620c8641
[DEBUG] 2024-02-23 21-11-51.551 [main] BasicTypeRegistry - Adding type registration row_version -> org.hibernate.type.RowVersionType@68d7a2df
[DEBUG] 2024-02-23 21-11-51.552 [main] BasicTypeRegistry - Adding type registration image -> org.hibernate.type.ImageType@3ed7821
[DEBUG] 2024-02-23 21-11-51.554 [main] BasicTypeRegistry - Adding type registration characters -> org.hibernate.type.CharArrayType@3c87e6b7
[DEBUG] 2024-02-23 21-11-51.554 [main] BasicTypeRegistry - Adding type registration char[] -> org.hibernate.type.CharArrayType@3c87e6b7
[DEBUG] 2024-02-23 21-11-51.554 [main] BasicTypeRegistry - Adding type registration [C -> org.hibernate.type.CharArrayType@3c87e6b7
[DEBUG] 2024-02-23 21-11-51.556 [main] BasicTypeRegistry - Adding type registration wrapper-characters -> org.hibernate.type.CharacterArrayType@6f94a5a5
[DEBUG] 2024-02-23 21-11-51.556 [main] BasicTypeRegistry - Adding type registration [Ljava.lang.Character; -> org.hibernate.type.CharacterArrayType@6f94a5a5
[DEBUG] 2024-02-23 21-11-51.556 [main] BasicTypeRegistry - Adding type registration Character[] -> org.hibernate.type.CharacterArrayType@6f94a5a5
[DEBUG] 2024-02-23 21-11-51.557 [main] BasicTypeRegistry - Adding type registration text -> org.hibernate.type.TextType@5e519ad3
[DEBUG] 2024-02-23 21-11-51.559 [main] BasicTypeRegistry - Adding type registration ntext -> org.hibernate.type.NTextType@a92be4f
[DEBUG] 2024-02-23 21-11-51.561 [main] BasicTypeRegistry - Adding type registration blob -> org.hibernate.type.BlobType@62dbe64e
[DEBUG] 2024-02-23 21-11-51.561 [main] BasicTypeRegistry - Adding type registration java.sql.Blob -> org.hibernate.type.BlobType@62dbe64e
[DEBUG] 2024-02-23 21-11-51.561 [main] BasicTypeRegistry - Adding type registration materialized_blob -> org.hibernate.type.MaterializedBlobType@7baf1f5a
[DEBUG] 2024-02-23 21-11-51.563 [main] BasicTypeRegistry - Adding type registration clob -> org.hibernate.type.ClobType@5f0f9947
[DEBUG] 2024-02-23 21-11-51.563 [main] BasicTypeRegistry - Adding type registration java.sql.Clob -> org.hibernate.type.ClobType@5f0f9947
[DEBUG] 2024-02-23 21-11-51.568 [main] BasicTypeRegistry - Adding type registration nclob -> org.hibernate.type.NClobType@4d95a72e
[DEBUG] 2024-02-23 21-11-51.568 [main] BasicTypeRegistry - Adding type registration java.sql.NClob -> org.hibernate.type.NClobType@4d95a72e
[DEBUG] 2024-02-23 21-11-51.570 [main] BasicTypeRegistry - Adding type registration materialized_clob -> org.hibernate.type.MaterializedClobType@36681447
[DEBUG] 2024-02-23 21-11-51.571 [main] BasicTypeRegistry - Adding type registration materialized_nclob -> org.hibernate.type.MaterializedNClobType@712cfb63
[DEBUG] 2024-02-23 21-11-51.574 [main] BasicTypeRegistry - Adding type registration serializable -> org.hibernate.type.SerializableType@40e37b06
[DEBUG] 2024-02-23 21-11-51.579 [main] BasicTypeRegistry - Adding type registration object -> org.hibernate.type.ObjectType@7ecec90d
[DEBUG] 2024-02-23 21-11-51.579 [main] BasicTypeRegistry - Adding type registration java.lang.Object -> org.hibernate.type.ObjectType@7ecec90d
[DEBUG] 2024-02-23 21-11-51.579 [main] BasicTypeRegistry - Adding type registration imm_date -> org.hibernate.type.AdaptedImmutableType@118ffcfd
[DEBUG] 2024-02-23 21-11-51.580 [main] BasicTypeRegistry - Adding type registration imm_time -> org.hibernate.type.AdaptedImmutableType@53f4c1e6
[DEBUG] 2024-02-23 21-11-51.580 [main] BasicTypeRegistry - Adding type registration imm_timestamp -> org.hibernate.type.AdaptedImmutableType@74174a23
[DEBUG] 2024-02-23 21-11-51.580 [main] BasicTypeRegistry - Adding type registration imm_dbtimestamp -> org.hibernate.type.AdaptedImmutableType@6342d610
[DEBUG] 2024-02-23 21-11-51.580 [main] BasicTypeRegistry - Adding type registration imm_calendar -> org.hibernate.type.AdaptedImmutableType@dc4a691
[DEBUG] 2024-02-23 21-11-51.580 [main] BasicTypeRegistry - Adding type registration imm_calendar_date -> org.hibernate.type.AdaptedImmutableType@784abd3e
[DEBUG] 2024-02-23 21-11-51.580 [main] BasicTypeRegistry - Adding type registration imm_binary -> org.hibernate.type.AdaptedImmutableType@36c2b646
[DEBUG] 2024-02-23 21-11-51.580 [main] BasicTypeRegistry - Adding type registration imm_serializable -> org.hibernate.type.AdaptedImmutableType@434514d8
[DEBUG] 2024-02-23 21-11-51.618 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [uuid2] -> [org.hibernate.id.UUIDGenerator]
[DEBUG] 2024-02-23 21-11-51.620 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [guid] -> [org.hibernate.id.GUIDGenerator]
[DEBUG] 2024-02-23 21-11-51.621 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [uuid] -> [org.hibernate.id.UUIDHexGenerator]
[DEBUG] 2024-02-23 21-11-51.622 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [uuid.hex] -> [org.hibernate.id.UUIDHexGenerator]
[DEBUG] 2024-02-23 21-11-51.625 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [assigned] -> [org.hibernate.id.Assigned]
[DEBUG] 2024-02-23 21-11-51.626 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [identity] -> [org.hibernate.id.IdentityGenerator]
[DEBUG] 2024-02-23 21-11-51.627 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [select] -> [org.hibernate.id.SelectGenerator]
[DEBUG] 2024-02-23 21-11-51.630 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [sequence] -> [org.hibernate.id.enhanced.SequenceStyleGenerator]
[DEBUG] 2024-02-23 21-11-51.631 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [seqhilo] -> [org.hibernate.id.SequenceHiLoGenerator]
[DEBUG] 2024-02-23 21-11-51.632 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [increment] -> [org.hibernate.id.IncrementGenerator]
[DEBUG] 2024-02-23 21-11-51.633 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [foreign] -> [org.hibernate.id.ForeignGenerator]
[DEBUG] 2024-02-23 21-11-51.633 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [sequence-identity] -> [org.hibernate.id.SequenceIdentityGenerator]
[DEBUG] 2024-02-23 21-11-51.633 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [enhanced-sequence] -> [org.hibernate.id.enhanced.SequenceStyleGenerator]
[DEBUG] 2024-02-23 21-11-51.635 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [enhanced-table] -> [org.hibernate.id.enhanced.TableGenerator]
[WARN ] 2024-02-23 21-11-51.639 [main] ConnectionProviderInitiator - HHH000022: c3p0 properties were encountered, but the c3p0 provider class was not found on the classpath; these properties are going to be ignored.
[WARN ] 2024-02-23 21-11-51.640 [main] pooling - HHH10001002: Using Hibernate built-in connection pool (not for production use!)
[INFO ] 2024-02-23 21-11-51.641 [main] pooling - HHH10001005: using driver [com.mysql.cj.jdbc.Driver] at URL [jdbc:mysql://localhost:3306/clockit]
[INFO ] 2024-02-23 21-11-51.641 [main] pooling - HHH10001001: Connection properties: {password=RootPass., user=root}
[INFO ] 2024-02-23 21-11-51.641 [main] pooling - HHH10001003: Autocommit mode: false
[DEBUG] 2024-02-23 21-11-51.643 [main] DriverManagerConnectionProviderImpl - Initializing Connection pool with 1 Connections
[INFO ] 2024-02-23 21-11-51.643 [main] DriverManagerConnectionProviderImpl - HHH000115: Hibernate connection pool size: 20 (min=1)
[DEBUG] 2024-02-23 21-11-51.676 [main] JdbcEnvironmentInitiator - Database ->
       name : MySQL
    version : 8.3.0
      major : 8
      minor : 3
[DEBUG] 2024-02-23 21-11-51.676 [main] JdbcEnvironmentInitiator - Driver ->
       name : MySQL Connector/J
    version : mysql-connector-java-8.0.16 (Revision: 34cbc6bc61f72836e26327537a432d6db7c77de6)
      major : 8
      minor : 0
[DEBUG] 2024-02-23 21-11-51.676 [main] JdbcEnvironmentInitiator - JDBC version : 4.2
[INFO ] 2024-02-23 21-11-51.691 [main] Dialect - HHH000400: Using dialect: org.hibernate.dialect.MySQLDialect
[DEBUG] 2024-02-23 21-11-51.709 [main] IdentifierHelperBuilder - JDBC driver metadata reported database stores quoted identifiers in more than one case
[DEBUG] 2024-02-23 21-11-51.739 [main] IdentifierHelperBuilder - IdentifierCaseStrategy for both quoted and unquoted identifiers was set to the same strategy [LOWER]; that will likely lead to problems in schema update and validation if using quoted identifiers
[DEBUG] 2024-02-23 21-11-51.767 [main] Namespace - Created database namespace [logicalName=Name{catalog=null, schema=null}, physicalName=Name{catalog=null, schema=null}]
[DEBUG] 2024-02-23 21-11-51.770 [main] TypeConfiguration$Scope - Scoping TypeConfiguration [org.hibernate.type.spi.TypeConfiguration@42fb8c87] to MetadataBuildingContext [org.hibernate.boot.internal.MetadataBuildingContextRootImpl@15eb0ae9]
[DEBUG] 2024-02-23 21-11-51.807 [main] AnnotationBinder - Binding entity from annotated class: entity.User
[DEBUG] 2024-02-23 21-11-51.827 [main] Ejb3Column - Binding column: Ejb3DiscriminatorColumn{logicalColumnName'DTYPE', discriminatorTypeName='string'}
[DEBUG] 2024-02-23 21-11-51.837 [main] EntityBinder - Import with entity name User
[DEBUG] 2024-02-23 21-11-51.840 [main] EntityBinder - Bind entity entity.User on table users
[DEBUG] 2024-02-23 21-11-51.866 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(users), mappingColumn=id, insertable=true, updatable=true, unique=false}
[DEBUG] 2024-02-23 21-11-51.868 [main] PropertyBinder - MetadataSourceProcessor property id with lazy=false
[DEBUG] 2024-02-23 21-11-51.870 [main] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [entity.User:id]
[DEBUG] 2024-02-23 21-11-51.871 [main] SimpleValueBinder - building SimpleValue for id
[DEBUG] 2024-02-23 21-11-51.873 [main] PropertyBinder - Building property id
[DEBUG] 2024-02-23 21-11-51.875 [main] BinderHelper - #makeIdGenerator(org.hibernate.mapping.SimpleValue([org.hibernate.mapping.Column(id)]), id, org.hibernate.id.enhanced.SequenceStyleGenerator, native, ...)
[DEBUG] 2024-02-23 21-11-51.877 [main] Ejb3Column - Binding column: Ejb3JoinColumn{logicalColumnName='attendance_id', referencedColumn='', mappedBy=''}
[DEBUG] 2024-02-23 21-11-51.877 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(users), mappingColumn=attendance, insertable=true, updatable=true, unique=false}
[DEBUG] 2024-02-23 21-11-51.879 [main] PropertyBinder - Building property attendance
[DEBUG] 2024-02-23 21-11-51.879 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(users), mappingColumn=password_hash, insertable=true, updatable=true, unique=false}
[DEBUG] 2024-02-23 21-11-51.879 [main] PropertyBinder - MetadataSourceProcessor property passwordHash with lazy=false
[DEBUG] 2024-02-23 21-11-51.879 [main] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [entity.User:passwordHash]
[DEBUG] 2024-02-23 21-11-51.879 [main] SimpleValueBinder - building SimpleValue for passwordHash
[DEBUG] 2024-02-23 21-11-51.879 [main] PropertyBinder - Building property passwordHash
[DEBUG] 2024-02-23 21-11-51.879 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(users), mappingColumn=username, insertable=true, updatable=true, unique=false}
[DEBUG] 2024-02-23 21-11-51.880 [main] PropertyBinder - MetadataSourceProcessor property username with lazy=false
[DEBUG] 2024-02-23 21-11-51.880 [main] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [entity.User:username]
[DEBUG] 2024-02-23 21-11-51.880 [main] SimpleValueBinder - building SimpleValue for username
[DEBUG] 2024-02-23 21-11-51.880 [main] PropertyBinder - Building property username
[DEBUG] 2024-02-23 21-11-51.881 [main] AnnotationBinder - Binding entity from annotated class: entity.Attendance
[DEBUG] 2024-02-23 21-11-51.881 [main] Ejb3Column - Binding column: Ejb3DiscriminatorColumn{logicalColumnName'DTYPE', discriminatorTypeName='string'}
[DEBUG] 2024-02-23 21-11-51.881 [main] EntityBinder - Import with entity name Attendance
[DEBUG] 2024-02-23 21-11-51.881 [main] EntityBinder - Bind entity entity.Attendance on table attendance
[DEBUG] 2024-02-23 21-11-51.882 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(attendance), mappingColumn=id, insertable=true, updatable=true, unique=false}
[DEBUG] 2024-02-23 21-11-51.882 [main] PropertyBinder - MetadataSourceProcessor property id with lazy=false
